# Omega_m      Omega_b         h            n_s       sigma_8       M_nu           fR0
1.905133e-01 4.112014e-02 5.920954e-01 9.016596e-01 8.438898e-01 9.384890e-01 -2.626375e-04
1.873881e-01 6.235048e-02 7.591083e-01 1.059260e+00 6.350955e-01 3.736184e-01 -1.900296e-04
3.413324e-01 4.194966e-02 6.473135e-01 8.376188e-01 9.812081e-01 5.115808e-01 -3.862749e-05
4.733956e-01 5.602525e-02 8.758687e-01 1.147348e+00 8.604071e-01 9.916458e-01 -2.837488e-04
2.053187e-01 3.593663e-02 5.173691e-01 9.557809e-01 7.049207e-01 1.429890e-01 -1.324175e-04
2.604370e-01 5.403422e-02 6.594807e-01 9.441133e-01 7.665835e-01 3.930939e-01 -2.293945e-04
4.174822e-01 3.416076e-02 7.461107e-01 1.152770e+00 8.235482e-01 7.395297e-01 -7.661662e-05
3.995761e-01 6.755213e-02 5.801470e-01 8.618887e-01 9.410284e-01 7.554032e-01 -1.731021e-04
1.283495e-01 4.799087e-02 8.138237e-01 1.041245e+00 6.996900e-01 1.316558e-01 -2.039994e-05
1.049550e-01 5.927346e-02 5.607962e-01 1.187113e+00 9.735508e-01 2.434033e-01 -2.577047e-04
3.729835e-01 3.877500e-02 8.460651e-01 9.160087e-01 6.165878e-01 8.914732e-01 -1.045470e-04
4.410117e-01 6.294763e-02 6.807785e-01 1.019341e+00 7.496919e-01 6.269812e-01 -1.639215e-04
2.869206e-01 4.276136e-02 7.127035e-01 8.775299e-01 8.910319e-01 2.584597e-01 -1.083930e-05
2.287627e-01 6.711124e-02 8.580919e-01 8.220101e-01 8.312107e-01 1.501647e-02 -2.185505e-04
4.999402e-01 4.733542e-02 5.480366e-01 1.081106e+00 7.850998e-01 8.722843e-01 -6.636550e-05
3.179502e-01 5.062976e-02 7.757316e-01 9.839264e-01 6.549226e-01 6.388437e-01 -2.747604e-04
1.607590e-01 3.116614e-02 6.185808e-01 1.112941e+00 9.104105e-01 4.940216e-01 -1.226464e-04
1.600254e-01 5.074113e-02 5.745222e-01 8.309689e-01 8.048299e-01 8.897395e-01 -2.402721e-04
3.186815e-01 3.122014e-02 8.314583e-01 1.072166e+00 7.603057e-01 2.450764e-01 -9.356192e-05
4.992066e-01 6.706696e-02 6.920634e-01 9.631938e-01 6.809098e-01 2.601096e-01 -1.839911e-04
2.294940e-01 4.723378e-02 7.022963e-01 1.133691e+00 9.348110e-01 6.252707e-01 -3.735204e-05
2.861886e-01 6.287410e-02 8.694620e-01 1.165669e+00 9.999776e-01 8.701205e-01 -2.022920e-04
4.417445e-01 4.266951e-02 5.373489e-01 9.374576e-01 6.413298e-01 1.724080e-02 -5.420637e-05
3.722514e-01 5.935558e-02 7.893475e-01 1.027582e+00 7.236527e-01 4.962086e-01 -2.959997e-04
1.056879e-01 3.883879e-02 6.042794e-01 8.692952e-01 8.666775e-01 6.367172e-01 -1.479894e-04
1.291807e-01 6.764459e-02 7.696114e-01 9.031026e-01 7.913317e-01 5.093640e-01 -2.118568e-04
3.987472e-01 4.806500e-02 6.361249e-01 1.193763e+00 8.499811e-01 3.757746e-01 -6.338199e-05
4.183134e-01 5.396981e-02 8.903761e-01 8.911867e-01 9.166800e-01 1.451230e-01 -2.680736e-04
2.596081e-01 3.407803e-02 5.035442e-01 1.011928e+00 6.736569e-01 9.894512e-01 -1.196744e-04
2.061484e-01 5.597064e-02 6.738784e-01 1.087762e+00 6.103075e-01 7.378491e-01 -2.500474e-04
4.725652e-01 3.582466e-02 7.325907e-01 8.091105e-01 9.548334e-01 3.948351e-01 -1.025454e-04
3.421620e-01 6.245272e-02 5.907357e-01 1.105534e+00 8.848136e-01 1.333587e-01 -1.562575e-04
1.865577e-01 4.199455e-02 8.023541e-01 9.975889e-01 7.309140e-01 7.537608e-01 -8.826314e-06
1.896821e-01 6.076410e-02 6.478826e-01 1.041542e+00 9.400885e-01 4.365634e-01 -8.173251e-05
3.327868e-01 4.118329e-02 7.581452e-01 8.615747e-01 6.939893e-01 6.982506e-01 -2.336445e-04
4.506900e-01 5.709421e-02 5.187442e-01 1.151895e+00 7.647892e-01 8.051542e-01 -2.545158e-05
2.217728e-01 3.720120e-02 8.756628e-01 9.449721e-01 8.202645e-01 8.022826e-02 -1.774346e-04
2.627329e-01 5.284747e-02 7.458987e-01 9.550817e-01 8.582220e-01 3.323572e-01 -4.237907e-05
4.089378e-01 3.270026e-02 6.608619e-01 1.148040e+00 7.012464e-01 5.550022e-01 -1.956622e-04
3.768717e-01 6.933444e-02 8.128544e-01 8.388719e-01 6.337649e-01 9.402303e-01 -1.360868e-04
1.448055e-01 4.887504e-02 5.807222e-01 1.057999e+00 9.751168e-01 1.926972e-01 -2.894453e-04
1.213134e-01 5.760819e-02 8.462494e-01 1.113645e+00 6.512483e-01 5.667424e-02 -7.089084e-05
3.503766e-01 3.808599e-02 5.594365e-01 9.832383e-01 9.082255e-01 8.284665e-01 -2.233910e-04
4.323697e-01 6.393891e-02 7.136938e-01 1.079857e+00 8.251194e-01 6.896813e-01 -1.271075e-04
2.893142e-01 4.410451e-02 6.801761e-01 8.232765e-01 7.837692e-01 4.448911e-01 -2.796834e-04
2.451191e-01 6.600337e-02 5.474403e-01 8.772292e-01 7.439912e-01 1.996051e-01 -1.100519e-04
4.773321e-01 4.579756e-02 8.590761e-01 1.019650e+00 8.900919e-01 9.330807e-01 -2.615840e-04
3.093071e-01 5.248973e-02 6.172273e-01 9.168785e-01 9.702671e-01 5.778610e-01 -1.626187e-05
1.631506e-01 3.197173e-02 7.759098e-01 1.186250e+00 6.147934e-01 3.092566e-01 -1.678648e-04
1.709320e-01 6.668484e-02 8.940821e-01 1.054670e+00 8.705892e-01 4.680675e-01 -2.272392e-05
3.015333e-01 4.651926e-02 5.119506e-01 8.484578e-01 7.134917e-01 6.665501e-01 -1.707769e-04
4.819455e-01 5.051556e-02 7.647244e-01 1.139632e+00 6.467911e-01 8.361750e-01 -7.901621e-05
2.405257e-01 3.003778e-02 6.296869e-01 9.572452e-01 9.882656e-01 4.901084e-02 -2.269938e-04
2.939870e-01 5.938652e-02 5.999235e-01 9.424541e-01 9.277730e-01 3.015782e-01 -1.347083e-04
4.276892e-01 3.990450e-02 8.068413e-01 1.160680e+00 6.816985e-01 5.854942e-01 -2.814591e-04
3.581199e-01 6.337288e-02 6.666591e-01 8.508541e-01 7.517166e-01 9.099346e-01 -4.098929e-05
1.135503e-01 4.357866e-02 7.269224e-01 1.046031e+00 8.071682e-01 2.227062e-01 -1.876690e-04
1.400575e-01 5.478200e-02 6.985046e-01 1.176274e+00 7.317003e-01 8.805716e-02 -1.249739e-04
3.816242e-01 3.467499e-02 7.071863e-01 9.205992e-01 8.777765e-01 7.973704e-01 -2.724341e-04
4.011202e-01 6.861211e-02 5.661187e-01 1.017877e+00 9.571708e-01 7.215475e-01 -6.876385e-05
2.705673e-01 4.819291e-02 8.277554e-01 8.852458e-01 6.017209e-01 4.133119e-01 -2.161532e-04
2.138713e-01 6.128935e-02 7.950188e-01 8.140993e-01 6.634936e-01 1.694307e-01 -1.312673e-05
4.585869e-01 4.174877e-02 6.115018e-01 1.082765e+00 9.205927e-01 9.634517e-01 -1.616330e-04
3.280526e-01 5.527632e-02 8.649779e-01 9.791402e-01 8.382682e-01 5.472034e-01 -1.069099e-04
1.943996e-01 3.542355e-02 5.281642e-01 1.123975e+00 7.967953e-01 3.401107e-01 -2.553406e-04
1.787747e-01 5.665396e-02 7.205248e-01 8.683275e-01 9.868292e-01 9.816684e-01 -1.826048e-04
3.499282e-01 3.654572e-02 6.854575e-01 1.034793e+00 6.283033e-01 1.529511e-01 -2.935315e-05
4.679625e-01 6.047918e-02 8.382374e-01 9.251623e-01 7.114078e-01 3.525222e-01 -2.388970e-04
2.107465e-01 4.005875e-02 5.561235e-01 1.171709e+00 8.543099e-01 5.326619e-01 -8.556998e-05
2.549429e-01 6.942351e-02 6.232900e-01 1.128787e+00 8.179266e-01 7.769831e-01 -2.932891e-04
4.229954e-01 4.988170e-02 7.835221e-01 9.743300e-01 7.733778e-01 1.100911e-01 -1.413354e-04
3.909994e-01 5.340559e-02 5.433460e-01 1.065309e+00 6.932010e-01 4.025875e-01 -1.995700e-04
1.369331e-01 3.355159e-02 8.502829e-01 8.315576e-01 9.471261e-01 7.300511e-01 -4.754523e-05
1.104251e-01 6.480923e-02 5.220603e-01 9.899865e-01 6.233796e-01 6.021388e-01 -2.649282e-04
3.674943e-01 4.464243e-02 8.836779e-01 1.106892e+00 9.679301e-01 2.832871e-01 -1.134367e-04
4.495637e-01 5.863507e-02 6.426042e-01 8.034621e-01 8.971287e-01 2.374140e-01 -2.087182e-04
2.783618e-01 3.815607e-02 7.513172e-01 1.099667e+00 7.432052e-01 8.974472e-01 -5.715594e-05
2.374001e-01 5.126823e-02 8.216507e-01 1.000402e+00 7.783052e-01 6.443493e-01 -1.541248e-04
4.913203e-01 3.178499e-02 5.848195e-01 8.964821e-01 8.368327e-01 4.885311e-01 -1.591971e-06
3.234081e-01 6.524971e-02 7.382895e-01 1.193564e+00 9.043125e-01 4.034261e-02 -2.479081e-04
1.553064e-01 4.545428e-02 6.548023e-01 9.095689e-01 6.614120e-01 8.469733e-01 -9.529957e-05
1.502072e-01 6.366994e-02 7.354810e-01 1.110134e+00 7.185426e-01 7.458420e-01 -1.393091e-04
3.214828e-01 4.313325e-02 6.705483e-01 9.929815e-01 8.723704e-01 3.887757e-01 -2.862229e-04
4.893890e-01 5.983892e-02 8.061473e-01 1.096655e+00 9.921940e-01 1.244367e-01 -4.560147e-05
2.322950e-01 3.961503e-02 5.882613e-01 8.002093e-01 6.477432e-01 7.607492e-01 -1.924398e-04
2.771629e-01 5.025786e-02 6.334971e-01 8.994807e-01 6.862612e-01 5.178331e-01 -2.750204e-05
4.452887e-01 3.044383e-02 7.732651e-01 1.003642e+00 9.292612e-01 3.692392e-01 -1.753841e-04
3.632252e-01 6.627120e-02 5.002576e-01 9.063154e-01 8.123662e-01 1.357099e-01 -8.378303e-05
1.092322e-01 4.676997e-02 8.933206e-01 1.190558e+00 7.537429e-01 9.969308e-01 -2.315940e-04
1.326632e-01 5.549710e-02 5.336526e-01 1.031750e+00 8.792640e-01 8.611947e-01 -1.772647e-05
3.898057e-01 3.505807e-02 8.720350e-01 8.651349e-01 7.362653e-01 2.423290e-02 -1.664003e-04
4.217957e-01 6.166669e-02 6.012923e-01 1.174912e+00 6.037449e-01 5.042053e-01 -1.115164e-04
2.506671e-01 4.154046e-02 7.925792e-01 9.282223e-01 9.623695e-01 6.306540e-01 -2.601194e-04
2.088144e-01 6.843071e-02 8.348434e-01 9.711383e-01 9.223731e-01 8.803227e-01 -1.297440e-04
4.628567e-01 4.851901e-02 5.716746e-01 1.125739e+00 6.685468e-01 2.525598e-01 -2.770470e-04
3.448282e-01 5.444343e-02 7.048257e-01 8.346135e-01 7.977451e-01 2.685825e-01 -7.352724e-05
1.768486e-01 3.484454e-02 6.883130e-01 1.068514e+00 8.421974e-01 6.187316e-01 -2.207545e-04
1.987242e-01 5.361416e-02 8.619237e-01 9.238007e-01 6.271563e-01 2.090106e-01 -2.980502e-04
3.292034e-01 3.317392e-02 5.440553e-01 1.179332e+00 9.827051e-01 9.256090e-01 -1.459390e-04
4.597318e-01 6.978863e-02 7.796604e-01 8.822013e-01 8.527244e-01 5.693848e-01 -2.043424e-04
2.181900e-01 4.966119e-02 6.146979e-01 1.014682e+00 7.065518e-01 3.157994e-01 -5.215583e-05
2.725423e-01 6.030997e-02 5.568637e-01 1.085823e+00 7.711566e-01 6.560396e-02 -1.872135e-04
4.061713e-01 4.039706e-02 8.499458e-01 8.173065e-01 8.125329e-01 8.214703e-01 -3.412970e-05
3.866812e-01 5.632758e-02 6.769444e-01 1.120785e+00 9.458336e-01 6.816956e-01 -2.434945e-04
1.420384e-01 3.672748e-02 7.166811e-01 9.760933e-01 6.888333e-01 4.509431e-01 -9.033953e-05
1.186066e-01 6.553945e-02 6.572083e-01 8.454477e-01 9.625356e-01 3.238771e-01 -1.588939e-04
3.601000e-01 4.500153e-02 7.485265e-01 1.051419e+00 6.211607e-01 5.615488e-01 -6.189843e-06
4.296635e-01 5.171331e-02 5.777777e-01 9.604887e-01 7.388352e-01 9.496395e-01 -2.526839e-04
2.990373e-01 3.148820e-02 8.161411e-01 1.142628e+00 8.958369e-01 1.852217e-01 -9.990904e-05
2.416698e-01 5.838469e-02 7.614753e-01 1.157425e+00 8.327078e-01 4.285740e-01 -2.695381e-04
4.862634e-01 3.856944e-02 6.449924e-01 9.394461e-01 7.771605e-01 7.043064e-01 -1.182098e-04
3.058572e-01 6.440291e-02 8.781374e-01 1.049028e+00 6.565537e-01 8.140877e-01 -2.133214e-04
1.720820e-01 4.490047e-02 5.149510e-01 8.540926e-01 9.027278e-01 7.322824e-02 -6.191747e-05
1.674683e-01 5.891290e-02 6.081233e-01 9.864301e-01 7.592043e-01 1.773861e-01 -1.975190e-04
3.104510e-01 3.913800e-02 7.978607e-01 1.116693e+00 8.006541e-01 9.574298e-01 -4.959633e-05
4.784824e-01 6.258676e-02 5.256406e-01 8.202204e-01 9.331730e-01 5.382433e-01 -2.912380e-04
2.494432e-01 4.312466e-02 8.687219e-01 1.076652e+00 6.761001e-01 3.471370e-01 -1.433864e-04
2.912945e-01 6.747088e-02 7.108885e-01 1.022693e+00 6.391542e-01 9.650336e-02 -2.356741e-04
4.374262e-01 4.697334e-02 6.959252e-01 8.804217e-01 9.945322e-01 7.908579e-01 -8.879296e-05
3.554268e-01 5.098910e-02 8.307491e-01 1.183047e+00 8.653325e-01 7.121119e-01 -1.793818e-04
1.232874e-01 3.080436e-02 5.628814e-01 9.138189e-01 7.193313e-01 4.208140e-01 -3.257606e-05
1.498564e-01 6.208512e-02 8.094635e-01 8.585758e-01 8.445350e-01 2.926144e-01 -2.452710e-04
3.788464e-01 4.221258e-02 5.962763e-01 1.038302e+00 7.891584e-01 5.925243e-01 -9.793654e-05
4.109189e-01 5.575959e-02 7.302026e-01 9.482257e-01 6.693333e-01 9.178937e-01 -1.514878e-04
2.677901e-01 3.619985e-02 6.637204e-01 1.154901e+00 9.153359e-01 2.166805e-01 -4.229004e-06
2.229238e-01 5.429867e-02 5.090539e-01 1.144798e+00 9.506567e-01 4.586282e-01 -2.072531e-04
4.550148e-01 3.389875e-02 8.974180e-01 9.520870e-01 6.092084e-01 6.740560e-01 -5.862103e-05
3.371054e-01 6.781628e-02 6.258880e-01 1.061011e+00 7.261020e-01 8.446250e-01 -2.634631e-04
1.908268e-01 4.772917e-02 7.672054e-01 8.421246e-01 8.831764e-01 4.249459e-02 -1.149019e-04
1.814516e-01 6.895950e-02 5.814837e-01 1.197018e+00 6.989947e-01 6.537927e-01 -3.776632e-05
3.402298e-01 4.908575e-02 8.245475e-01 9.061105e-01 9.419214e-01 4.810213e-01 -1.908919e-04
4.706392e-01 5.262909e-02 6.523213e-01 1.008931e+00 8.242454e-01 3.190384e-02 -1.314854e-04
2.010486e-01 3.306814e-02 7.420885e-01 8.879486e-01 7.656948e-01 8.534786e-01 -2.846821e-04
2.584146e-01 5.743038e-02 8.873250e-01 8.121207e-01 7.057635e-01 6.110909e-01 -7.696510e-05
4.140437e-01 3.702925e-02 5.194383e-01 1.091013e+00 8.597619e-01 2.762685e-01 -2.290449e-04
3.944712e-01 6.094310e-02 7.542560e-01 9.943451e-01 9.803673e-01 2.294512e-01 -2.067289e-05
1.279809e-01 4.085478e-02 6.393241e-01 1.102538e+00 6.357449e-01 9.034763e-01 -1.728280e-04
1.014126e-01 5.203485e-02 7.861015e-01 1.069109e+00 9.097646e-01 7.685405e-01 -1.054448e-04
3.710524e-01 3.225872e-02 6.195880e-01 8.277620e-01 6.557677e-01 1.166002e-01 -2.568058e-04
4.405517e-01 6.570383e-02 8.535204e-01 1.136881e+00 7.857469e-01 4.120347e-01 -1.166156e-05
2.819197e-01 4.624050e-02 5.403523e-01 9.662406e-01 8.303706e-01 7.225376e-01 -1.630981e-04
2.275688e-01 6.435503e-02 6.826157e-01 9.342558e-01 8.919241e-01 9.737019e-01 -6.612688e-05
4.941076e-01 4.385627e-02 7.239034e-01 1.162611e+00 7.489989e-01 1.589840e-01 -2.187903e-04
3.135762e-01 5.786837e-02 5.523795e-01 8.723397e-01 6.156968e-01 3.614781e-01 -1.223368e-04
1.580939e-01 3.768242e-02 8.407612e-01 1.030777e+00 9.742488e-01 5.256395e-01 -2.750711e-04
1.569728e-01 6.848852e-02 6.756012e-01 8.934704e-01 6.490672e-01 5.352457e-02 -1.258856e-05
3.154794e-01 4.830247e-02 7.186590e-01 1.009646e+00 9.920411e-01 8.335346e-01 -1.598183e-04
4.959160e-01 5.497518e-02 5.581580e-01 9.006984e-01 8.745619e-01 6.618784e-01 -1.063077e-04
2.265421e-01 3.447632e-02 8.479190e-01 1.196168e+00 7.159612e-01 4.707454e-01 -2.536083e-04
2.831406e-01 5.508376e-02 7.807106e-01 1.103153e+00 7.555431e-01 2.201572e-01 -1.255801e-04
4.385470e-01 3.562038e-02 6.128176e-01 9.999683e-01 8.093934e-01 9.144774e-01 -2.741808e-04
3.689532e-01 6.141479e-02 8.609224e-01 1.090069e+00 9.301955e-01 5.882616e-01 -6.928771e-05
1.027284e-01 4.163859e-02 5.459843e-01 8.068028e-01 6.857183e-01 2.969375e-01 -2.179640e-04
1.260748e-01 5.031323e-02 8.802618e-01 9.656224e-01 9.593975e-01 4.164949e-01 -1.353466e-04
3.955956e-01 3.022485e-02 5.137543e-01 1.131261e+00 6.055458e-01 7.163706e-01 -2.831554e-04
4.150671e-01 6.680051e-02 7.593997e-01 8.287096e-01 7.357217e-01 7.942701e-01 -4.156350e-05
2.566090e-01 4.639932e-02 6.462378e-01 1.074423e+00 8.801974e-01 9.303073e-02 -1.894477e-04
2.030501e-01 6.325904e-02 5.759462e-01 1.025251e+00 8.420452e-01 3.350234e-01 -2.216286e-05
4.694211e-01 4.369799e-02 8.172401e-01 8.716273e-01 7.990700e-01 5.504174e-01 -1.690034e-04
3.389112e-01 5.958946e-02 6.589909e-01 1.168027e+00 6.659646e-01 9.685167e-01 -7.837276e-05
1.835540e-01 3.971560e-02 7.473787e-01 9.351026e-01 9.245639e-01 1.663596e-01 -2.252844e-04
1.929284e-01 5.844617e-02 5.022835e-01 1.079040e+00 7.091332e-01 5.299010e-01 -1.523827e-04
3.357860e-01 3.835900e-02 8.920270e-01 8.240946e-01 8.505329e-01 3.571563e-01 -9.811512e-07
4.537959e-01 6.492856e-02 6.315199e-01 1.114390e+00 9.828580e-01 1.555085e-01 -2.461019e-04
2.249246e-01 4.452859e-02 7.746074e-01 9.824950e-01 6.258323e-01 9.771169e-01 -9.477114e-05
2.659838e-01 6.512977e-02 8.042190e-01 9.175985e-01 6.893761e-01 7.347145e-01 -2.667476e-04
4.119416e-01 4.556994e-02 5.892619e-01 1.185529e+00 9.448993e-01 3.999183e-01 -1.139703e-04
3.799700e-01 5.145530e-02 7.373605e-01 8.763856e-01 8.155057e-01 1.055709e-01 -2.104552e-04
1.479496e-01 3.158267e-02 6.694988e-01 1.020491e+00 7.693564e-01 7.796303e-01 -5.775360e-05
1.246040e-01 6.036901e-02 7.035810e-01 1.151125e+00 8.949035e-01 8.923906e-01 -2.950581e-04
3.533284e-01 4.018418e-02 6.903878e-01 9.457398e-01 7.393788e-01 2.404765e-01 -1.419010e-04
4.354222e-01 5.685079e-02 8.360393e-01 1.042335e+00 6.193598e-01 2.883809e-01 -2.012749e-04
2.925162e-01 3.635316e-02 5.695509e-01 8.607811e-01 9.655077e-01 5.989180e-01 -4.819324e-05
2.484173e-01 5.320693e-02 6.024393e-01 8.397399e-01 9.005370e-01 8.500671e-01 -1.809039e-04
4.802916e-01 3.374477e-02 7.907974e-01 1.057133e+00 6.591359e-01 3.537581e-02 -2.871944e-05
3.123550e-01 6.953307e-02 5.325542e-01 9.543862e-01 7.758356e-01 4.853397e-01 -2.371137e-04
1.663480e-01 4.975811e-02 8.738657e-01 1.148736e+00 8.328600e-01 6.495348e-01 -8.500036e-05
1.741798e-01 5.377298e-02 7.560874e-01 1.017181e+00 6.771312e-01 6.222073e-01 -2.493994e-04
3.045400e-01 3.427059e-02 6.382250e-01 8.859410e-01 9.325318e-01 2.651672e-01 -1.008406e-04
4.850407e-01 6.775476e-02 8.855424e-01 1.177139e+00 8.023573e-01 2.482981e-01 -1.556918e-04
2.436728e-01 4.793957e-02 5.205860e-01 9.197315e-01 7.563299e-01 8.846448e-01 -7.057352e-06
2.972302e-01 6.234316e-02 6.501969e-01 9.799343e-01 7.214244e-01 6.416831e-01 -2.124265e-04
4.306914e-01 4.211815e-02 7.432851e-01 1.123182e+00 8.628479e-01 4.931158e-01 -6.516526e-05
3.612228e-01 5.616930e-02 5.835593e-01 8.133312e-01 9.959547e-01 1.205622e-02 -2.687073e-04
1.167050e-01 3.563148e-02 8.233020e-01 1.083536e+00 6.389044e-01 8.733109e-01 -1.213753e-04
1.433588e-01 6.694763e-02 5.513292e-01 1.138791e+00 9.128521e-01 9.848181e-01 -2.028204e-04
3.845806e-01 4.734762e-02 8.426414e-01 9.580885e-01 6.714271e-01 1.478830e-01 -5.601253e-05
4.041712e-01 5.093003e-02 6.836171e-01 1.055390e+00 7.889078e-01 3.803252e-01 -2.966105e-04
2.737618e-01 3.101721e-02 7.219743e-01 8.477381e-01 8.459567e-01 5.068076e-01 -1.497315e-04
2.171649e-01 5.916851e-02 8.548635e-01 8.515978e-01 8.825360e-01 7.564310e-01 -2.396745e-04
4.615357e-01 3.904112e-02 5.383743e-01 1.045285e+00 7.271339e-01 1.286944e-01 -9.182501e-05
3.311082e-01 6.299404e-02 7.848071e-01 9.416357e-01 6.063333e-01 3.921869e-01 -1.834575e-04
1.975986e-01 4.255385e-02 6.216147e-01 1.161498e+00 9.523593e-01 7.423703e-01 -3.553272e-05
1.757238e-01 6.382324e-02 8.296020e-01 8.058168e-01 7.685692e-01 8.540606e-02 -1.082732e-04
3.467338e-01 4.422445e-02 5.646632e-01 1.097310e+00 8.225422e-01 8.019703e-01 -2.610098e-04
4.646613e-01 5.781052e-02 7.119867e-01 9.876547e-01 9.425626e-01 6.932761e-01 -1.456556e-05
2.077901e-01 3.789892e-02 6.940945e-01 1.109223e+00 6.979636e-01 4.396646e-01 -1.672265e-04
2.518873e-01 5.228679e-02 5.268853e-01 1.191307e+00 6.359948e-01 1.894842e-01 -7.260031e-05
4.197964e-01 3.216063e-02 8.666471e-01 9.118285e-01 9.789448e-01 9.453167e-01 -2.240344e-04
3.877058e-01 6.611721e-02 6.069273e-01 1.002832e+00 8.622465e-01 5.580723e-01 -1.288811e-04
1.339844e-01 4.567824e-02 7.999843e-01 8.940530e-01 7.036704e-01 3.272931e-01 -2.802444e-04
1.073299e-01 5.690103e-02 6.278162e-01 9.274697e-01 8.289489e-01 4.475306e-01 -4.411143e-05
3.643472e-01 3.739987e-02 7.662048e-01 1.169403e+00 7.859974e-01 6.851685e-01 -1.962644e-04
4.463158e-01 6.088769e-02 5.071743e-01 8.659484e-01 6.536738e-01 8.257896e-01 -1.379016e-04
2.753550e-01 4.107373e-02 8.984674e-01 1.037175e+00 9.122484e-01 6.134509e-02 -2.899835e-04
2.342972e-01 6.920900e-02 7.281766e-01 1.062903e+00 9.725463e-01 3.047128e-01 -7.992176e-05
4.881655e-01 4.898521e-02 6.650139e-01 8.339622e-01 6.185719e-01 5.804110e-01 -2.331206e-04
3.201648e-01 5.304003e-02 8.114406e-01 1.131069e+00 7.479670e-01 9.377224e-01 -2.370492e-05
1.523042e-01 3.250343e-02 5.949339e-01 9.720460e-01 8.925646e-01 1.968368e-01 -1.768284e-04
1.534977e-01 5.586976e-02 8.146851e-01 1.172654e+00 9.370025e-01 3.444290e-01 -2.078187e-04
3.244345e-01 3.607442e-02 5.796240e-01 9.304800e-01 6.783283e-01 5.429454e-01 -6.038999e-05
4.924415e-01 6.188828e-02 7.441169e-01 1.034178e+00 7.616298e-01 9.600402e-01 -2.641112e-04
2.354970e-01 4.240514e-02 6.620090e-01 8.627047e-01 8.046769e-01 1.729027e-01 -1.166068e-04
2.804611e-01 6.801494e-02 5.166206e-01 8.369700e-01 8.676117e-01 4.254243e-01 -2.446373e-04
4.482481e-01 4.753600e-02 8.768588e-01 1.066158e+00 7.231098e-01 7.093746e-01 -9.623567e-05
3.662731e-01 5.418910e-02 6.499574e-01 9.688077e-01 6.431300e-01 7.862847e-01 -1.509181e-04
1.124296e-01 3.402236e-02 7.569005e-01 1.128072e+00 9.970048e-01 9.908247e-02 -2.445738e-06
1.359095e-01 6.277566e-02 6.161779e-01 1.094252e+00 6.731133e-01 2.116769e-01 -2.350633e-04
3.928048e-01 4.292172e-02 7.777894e-01 8.026151e-01 9.176136e-01 9.210243e-01 -8.705090e-05
4.249017e-01 5.879358e-02 5.484409e-01 1.112417e+00 8.470091e-01 5.976711e-01 -1.788533e-04
2.538188e-01 3.925183e-02 8.571479e-01 9.906994e-01 7.931326e-01 2.894617e-01 -3.076990e-05
2.120653e-01 5.110904e-02 7.150363e-01 9.086215e-01 7.283319e-01 4.553533e-02 -1.980526e-04
4.658604e-01 3.068870e-02 6.781990e-01 1.188249e+00 8.870044e-01 8.395901e-01 -5.141564e-05
3.479265e-01 6.728381e-02 8.449559e-01 8.970997e-01 9.546812e-01 6.708116e-01 -2.918357e-04
1.799927e-01 4.717567e-02 5.614626e-01 1.006022e+00 6.116324e-01 4.637456e-01 -1.451233e-04
1.956183e-01 6.590616e-02 7.881997e-01 9.612808e-01 8.204175e-01 8.580602e-01 -6.782319e-05
3.260517e-01 4.605344e-02 6.060621e-01 1.141834e+00 7.634650e-01 2.931616e-02 -2.194286e-04
4.564856e-01 5.191919e-02 8.705611e-01 8.446784e-01 6.965708e-01 4.764174e-01 -1.241155e-04
2.151909e-01 3.237866e-02 5.355175e-01 1.052187e+00 9.378969e-01 6.565233e-01 -2.756453e-04
2.694440e-01 5.798220e-02 6.933090e-01 1.048334e+00 9.780896e-01 9.008595e-01 -1.036713e-04
4.030273e-01 3.756309e-02 7.002208e-01 8.547897e-01 6.319648e-01 2.339414e-01 -2.562447e-04
3.834304e-01 6.415210e-02 5.733255e-01 1.158293e+00 7.017892e-01 2.789680e-01 -9.952091e-06
1.390347e-01 4.404518e-02 8.335828e-01 9.385796e-01 8.572878e-01 6.063974e-01 -1.624547e-04
1.155541e-01 5.275270e-02 5.926649e-01 8.829462e-01 7.819683e-01 7.257885e-01 -7.515035e-05
3.568979e-01 3.295857e-02 8.013528e-01 1.013938e+00 8.280915e-01 4.069106e-01 -2.285067e-04
4.263729e-01 6.876634e-02 6.719982e-01 9.229841e-01 9.072920e-01 1.135678e-01 -1.894054e-05
2.960855e-01 4.928441e-02 7.336409e-01 1.180151e+00 6.517919e-01 7.735668e-01 -1.722258e-04
2.386218e-01 6.113567e-02 8.883494e-01 1.119942e+00 6.134685e-01 5.204843e-01 -3.951298e-05
4.830659e-01 4.065794e-02 5.048385e-01 9.769355e-01 9.704193e-01 3.646394e-01 -1.914981e-04
3.025590e-01 5.730495e-02 7.715894e-01 1.086542e+00 8.879012e-01 1.639811e-01 -1.332961e-04
1.691226e-01 3.713942e-02 6.347818e-01 8.165850e-01 7.465734e-01 9.705780e-01 -2.852059e-04
1.643731e-01 6.185986e-02 5.420036e-01 9.489469e-01 9.899688e-01 7.658742e-01 -1.303462e-04
3.073039e-01 4.134180e-02 8.522601e-01 1.154182e+00 6.439167e-01 1.211849e-01 -2.787793e-04
4.752345e-01 5.537350e-02 6.245836e-01 8.577341e-01 7.145228e-01 3.837484e-01 -7.406541e-05
2.464364e-01 3.516764e-02 7.814961e-01 1.039144e+00 8.699479e-01 7.488753e-01 -2.225693e-04
