#Omega_m                 Omega_b                  h                        n_s                      sigma_8
3.407000000000000028e-01 3.808999999999999886e-02 7.493000000000000771e-01 1.160499999999999865e+00 7.697000000000000508e-01
2.237000000000000099e-01 3.311000000000000054e-02 8.101000000000000423e-01 1.001300000000000079e+00 9.989000000000000101e-01
2.771000000000000130e-01 3.525000000000000355e-02 8.401000000000000689e-01 9.226999999999999647e-01 7.801000000000000156e-01
4.559000000000000830e-01 6.254999999999999449e-02 5.524999999999999911e-01 9.141000000000000236e-01 9.398999999999999577e-01
4.174999999999999822e-01 6.511000000000000121e-02 7.424999999999999378e-01 8.629000000000000004e-01 9.042999999999999927e-01
4.989000000000000101e-01 4.571000000000000063e-02 6.157000000000000250e-01 8.418999999999999817e-01 9.708999999999999853e-01
1.734999999999999876e-01 4.549000000000000266e-02 5.262999999999999901e-01 1.156299999999999883e+00 9.174999999999999822e-01
1.137000000000000094e-01 3.302999999999999686e-02 6.986999999999999877e-01 9.865000000000000435e-01 9.375000000000000000e-01
2.218999999999999861e-01 6.711000000000000298e-02 5.628999999999999559e-01 1.152900000000000036e+00 6.938999999999999613e-01
3.293000000000000371e-01 3.590999999999999748e-02 8.201000000000000512e-01 9.111000000000000210e-01 9.955000000000000515e-01
3.326999999999999957e-01 6.159000000000000585e-02 8.594999999999999307e-01 8.387000000000000011e-01 8.078999999999999515e-01
1.698999999999999955e-01 6.693000000000000338e-02 5.825000000000000178e-01 1.167499999999999982e+00 6.456999999999999407e-01
1.517000000000000015e-01 3.291000000000000175e-02 7.513000000000000789e-01 9.972999999999999643e-01 9.520999999999999464e-01
2.677000000000000490e-01 3.448999999999999982e-02 8.059000000000000608e-01 1.014899999999999913e+00 9.371000000000000441e-01
4.289000000000000590e-01 5.261000000000000398e-02 8.927000000000000490e-01 1.008499999999999952e+00 7.487000000000000322e-01
4.339000000000000634e-01 3.989000000000000185e-02 8.677000000000000268e-01 1.052699999999999969e+00 8.778999999999999027e-01
4.122999999999999998e-01 4.009000000000000064e-02 5.394999999999999796e-01 9.364999999999999991e-01 7.108999999999999764e-01
2.865000000000000324e-01 5.001000000000000584e-02 5.182999999999999829e-01 1.081499999999999906e+00 6.219000000000000083e-01
2.109000000000000041e-01 3.493000000000000271e-02 6.611000000000000210e-01 1.057299999999999907e+00 6.663000000000000034e-01
3.637000000000000233e-01 3.000999999999999848e-02 6.008999999999999897e-01 1.195100000000000051e+00 8.488999999999999879e-01
2.539000000000000146e-01 6.103000000000000091e-02 8.870999999999999996e-01 1.164700000000000069e+00 8.213000000000000300e-01
3.711000000000000965e-01 4.234999999999999876e-02 6.447000000000000508e-01 1.116300000000000070e+00 6.179000000000000048e-01
4.069000000000000394e-01 3.771000000000000046e-02 7.171000000000000707e-01 1.082500000000000018e+00 7.068999999999999728e-01
3.600999999999999757e-01 5.175000000000000433e-02 8.659000000000000030e-01 9.967000000000000304e-01 9.586999999999999966e-01
4.565000000000000169e-01 6.633000000000000007e-02 5.604999999999999982e-01 1.080699999999999994e+00 6.322999999999999732e-01
2.161000000000000143e-01 5.126999999999999613e-02 7.931000000000000272e-01 1.155499999999999972e+00 8.003000000000000114e-01
1.407000000000000195e-01 4.483000000000000179e-02 8.721000000000000973e-01 9.631000000000000671e-01 7.424999999999999378e-01
2.924999999999999822e-01 3.511000000000000232e-02 6.644999999999999796e-01 1.011300000000000088e+00 6.426999999999999380e-01
3.031000000000000361e-01 5.358999999999999875e-02 5.409000000000000474e-01 9.920999999999999819e-01 9.844999999999999307e-01
1.087000000000000050e-01 4.186999999999999750e-02 5.007000000000000339e-01 1.055900000000000061e+00 8.241000000000000547e-01
2.335000000000000131e-01 3.835000000000000214e-02 7.844999999999999751e-01 9.344999999999999973e-01 6.531000000000000139e-01
1.535000000000000253e-01 3.755000000000000004e-02 7.312999999999999501e-01 1.036899999999999933e+00 6.940999999999999392e-01
1.393000000000000071e-01 3.670999999999999958e-02 7.258999999999999897e-01 9.274999999999999911e-01 9.531000000000000583e-01
3.633000000000000673e-01 4.601000000000000228e-02 7.555000000000000604e-01 1.107499999999999929e+00 8.567000000000000171e-01
2.327000000000000179e-01 6.849000000000000921e-02 6.098999999999999977e-01 1.124099999999999877e+00 7.180999999999999606e-01
2.672999999999999821e-01 3.760999999999999760e-02 6.539000000000000368e-01 8.749000000000000110e-01 7.310999999999999721e-01
1.415000000000000147e-01 5.281000000000000971e-02 6.933000000000000274e-01 1.033900000000000041e+00 6.384999999999999565e-01
4.357000000000000872e-01 5.511000000000000620e-02 6.174999999999999378e-01 8.097000000000000863e-01 8.338999999999999746e-01
2.407000000000000250e-01 5.193000000000000393e-02 6.647000000000000686e-01 1.102100000000000080e+00 8.341000000000000636e-01
3.911000000000000032e-01 3.518999999999999906e-02 6.063000000000000611e-01 1.148500000000000076e+00 9.423000000000000265e-01
4.155000000000000915e-01 4.991000000000000297e-02 7.207000000000000073e-01 9.075000000000000844e-01 8.211000000000000520e-01
2.153000000000000191e-01 4.678999999999999826e-02 5.738999999999999657e-01 1.195699999999999985e+00 7.258999999999999897e-01
3.352999999999999869e-01 6.801000000000001489e-02 6.367000000000000437e-01 1.007099999999999884e+00 7.338999999999999968e-01
3.323000000000000398e-01 4.449000000000000177e-02 6.975000000000000089e-01 9.715000000000000302e-01 8.872999999999999776e-01
3.335000000000000187e-01 6.671000000000000540e-02 8.126999999999999780e-01 1.189299999999999802e+00 6.489000000000000323e-01
2.590999999999999970e-01 6.653000000000000580e-02 6.716999999999999638e-01 8.181000000000000494e-01 8.051000000000000378e-01
4.459000000000000741e-01 3.606999999999999790e-02 7.675000000000000711e-01 9.873000000000000664e-01 8.825000000000000622e-01
2.595000000000000639e-01 3.187000000000000249e-02 6.179000000000000048e-01 8.189000000000000723e-01 6.891000000000000458e-01
4.139000000000000457e-01 5.759000000000000924e-02 8.857000000000000428e-01 9.284999999999999920e-01 8.518999999999999906e-01
1.476999999999999980e-01 4.020999999999999575e-02 8.415000000000000258e-01 8.255000000000000115e-01 6.572999999999999954e-01
4.838999999999999968e-01 5.571000000000000257e-02 7.753000000000001002e-01 1.062300000000000022e+00 9.089000000000000412e-01
4.573000000000000398e-01 5.383000000000000285e-02 5.117000000000000437e-01 1.034499999999999975e+00 8.009000000000000563e-01
3.392999999999999905e-01 4.857000000000000206e-02 5.192999999999999838e-01 1.056699999999999973e+00 6.656999999999999584e-01
1.844999999999999973e-01 3.516999999999999987e-02 8.485000000000000320e-01 1.054699999999999971e+00 8.752999999999999670e-01
4.041000000000000147e-01 4.370999999999999885e-02 5.881000000000000671e-01 8.037000000000000810e-01 6.811000000000000387e-01
2.215000000000000024e-01 5.725000000000000921e-02 5.383000000000000007e-01 9.992999999999999661e-01 7.148999999999999799e-01
4.059000000000000385e-01 5.551000000000000378e-02 5.803000000000000380e-01 9.616999999999999993e-01 7.510999999999999899e-01
2.523000000000000242e-01 5.579000000000000625e-02 7.422999999999999599e-01 1.155299999999999994e+00 8.703000000000000735e-01
4.239000000000000545e-01 5.483000000000000373e-02 5.314999999999999725e-01 1.177099999999999813e+00 8.829000000000000181e-01
1.631000000000000227e-01 6.811000000000000387e-02 5.356999999999999540e-01 1.113499999999999934e+00 7.277000000000000135e-01
1.917000000000000093e-01 3.661000000000000365e-02 6.436999999999999389e-01 1.085900000000000087e+00 7.282999999999999474e-01
3.013000000000000123e-01 5.665000000000000591e-02 8.301000000000000600e-01 1.041700000000000070e+00 7.217000000000000082e-01
3.083000000000000185e-01 4.250999999999999918e-02 8.171000000000000485e-01 1.088700000000000001e+00 7.502999999999999670e-01
1.123000000000000109e-01 3.724999999999999839e-02 5.271000000000000130e-01 8.363000000000000433e-01 8.421000000000000707e-01
1.425000000000000155e-01 4.123000000000000276e-02 8.535000000000000364e-01 1.029900000000000038e+00 8.135000000000000009e-01
3.757000000000000339e-01 4.709000000000000685e-02 6.601000000000000201e-01 9.613000000000000433e-01 8.070999999999999286e-01
1.883000000000000229e-01 6.379000000000001336e-02 8.261000000000000565e-01 1.165100000000000025e+00 8.448999999999999844e-01
4.601000000000000645e-01 5.431000000000000411e-02 8.295000000000000151e-01 9.047000000000000597e-01 8.750999999999999890e-01
3.255000000000000115e-01 5.785000000000000558e-02 7.380999999999999783e-01 1.017100000000000115e+00 8.985000000000000764e-01
2.225000000000000311e-01 6.967000000000000970e-02 7.350999999999999757e-01 8.513000000000000567e-01 9.755000000000000338e-01
3.759000000000000119e-01 3.549000000000000071e-02 5.047000000000000375e-01 1.028499999999999970e+00 7.652999999999999803e-01
2.069000000000000006e-01 4.821000000000000285e-02 8.071000000000000396e-01 1.118100000000000094e+00 8.333000000000000407e-01
3.905000000000000693e-01 4.257000000000000367e-02 8.519000000000001016e-01 8.009000000000000563e-01 7.238999999999999879e-01
1.423000000000000098e-01 4.563000000000000389e-02 5.306999999999999496e-01 1.056100000000000039e+00 7.228999999999999870e-01
1.695000000000000118e-01 4.089000000000000273e-02 7.851000000000000201e-01 8.777000000000000357e-01 9.757000000000000117e-01
3.471000000000000196e-01 3.855000000000000093e-02 7.357000000000000206e-01 8.860999999999999988e-01 7.237000000000000099e-01
4.012999999999999901e-01 6.491000000000000936e-02 8.397000000000001130e-01 9.880999999999999783e-01 7.300999999999999712e-01
4.061000000000000165e-01 4.331000000000000127e-02 6.773000000000000131e-01 9.049000000000000377e-01 7.422999999999999599e-01
3.640999999999999792e-01 4.391000000000000458e-02 5.389000000000000457e-01 8.667000000000000259e-01 9.647000000000000020e-01
4.346999999999999753e-01 3.844999999999999807e-02 6.824999999999999956e-01 8.121000000000000441e-01 6.212999999999999634e-01
2.162999999999999923e-01 3.939000000000000140e-02 8.830999999999999961e-01 9.223000000000000087e-01 6.220999999999999863e-01
2.809000000000000385e-01 6.079000000000000375e-02 8.097000000000000863e-01 1.152700000000000058e+00 6.960999999999999410e-01
2.209000000000000130e-01 5.145000000000000268e-02 7.671000000000001151e-01 8.393000000000000460e-01 8.898999999999999133e-01
1.929000000000000159e-01 4.455000000000000626e-02 8.956999999999999407e-01 9.314999999999999947e-01 9.169000000000000483e-01
1.479000000000000037e-01 4.818999999999999673e-02 8.610999999999999766e-01 1.165300000000000002e+00 8.799000000000000155e-01
2.659000000000000252e-01 5.973000000000000531e-02 5.254999999999999671e-01 8.441000000000000725e-01 7.088999999999999746e-01
2.787000000000000033e-01 6.857000000000000595e-02 6.704999999999999849e-01 1.168900000000000050e+00 9.835000000000000409e-01
2.195000000000000007e-01 5.405000000000000776e-02 6.604999999999999760e-01 9.773000000000000576e-01 8.891000000000000014e-01
4.921000000000000929e-01 5.013000000000000095e-02 7.846999999999999531e-01 1.078300000000000036e+00 8.827000000000000401e-01
2.061000000000000054e-01 4.411000000000000337e-02 5.351000000000000201e-01 1.100300000000000056e+00 9.523000000000000353e-01
1.955000000000000071e-01 5.335000000000000159e-02 5.122999999999999776e-01 1.172700000000000076e+00 8.320999999999999508e-01
4.279000000000000581e-01 5.602999999999999647e-02 5.863000000000000433e-01 9.133000000000000007e-01 8.014999999999999902e-01
1.399000000000000243e-01 5.679000000000000714e-02 6.836999999999999744e-01 1.171300000000000008e+00 7.255000000000000338e-01
1.667000000000000148e-01 4.052999999999999658e-02 6.003000000000000558e-01 1.161899999999999933e+00 9.880999999999999783e-01
4.892999999999999572e-01 6.625000000000000333e-02 6.659000000000000474e-01 8.405000000000000249e-01 6.978999999999999648e-01
2.467000000000000304e-01 6.237000000000000877e-02 5.651000000000000467e-01 8.169000000000000705e-01 6.602999999999999980e-01
3.403000000000000469e-01 5.118999999999999939e-02 7.409000000000000030e-01 9.356999999999999762e-01 8.914999999999999591e-01
2.101000000000000090e-01 4.252999999999999836e-02 6.265000000000000568e-01 1.077299999999999924e+00 7.794999999999999707e-01
4.107000000000000650e-01 6.239000000000000101e-02 7.320999999999999730e-01 8.707000000000000295e-01 9.363000000000000211e-01
4.173000000000000043e-01 5.707000000000000267e-02 8.023000000000000131e-01 9.615000000000000213e-01 7.278999999999999915e-01
3.647000000000000242e-01 4.073000000000000231e-02 7.939000000000000501e-01 1.020499999999999963e+00 6.309000000000000163e-01
2.290999999999999981e-01 5.505000000000000171e-02 5.201000000000000068e-01 1.004899999999999904e+00 6.449000000000000288e-01
2.043000000000000371e-01 5.997000000000000247e-02 7.549000000000001265e-01 1.005500000000000060e+00 6.838999999999999524e-01
1.817000000000000282e-01 4.428999999999999604e-02 7.397000000000000242e-01 1.035900000000000043e+00 6.876999999999999780e-01
2.943000000000000060e-01 3.676999999999999713e-02 6.377000000000000446e-01 9.369000000000000661e-01 7.579000000000000181e-01
4.972999999999999643e-01 6.349000000000000477e-02 6.272999999999999687e-01 1.037700000000000067e+00 8.273000000000000353e-01
4.990999999999999881e-01 4.025000000000000105e-02 7.088999999999999746e-01 9.127000000000000668e-01 9.698999999999999844e-01
3.785000000000000586e-01 4.435000000000000053e-02 7.120999999999999552e-01 8.471000000000000751e-01 7.115000000000000213e-01
3.181000000000000494e-01 6.557000000000001716e-02 5.097000000000000419e-01 8.141000000000000458e-01 7.702999999999999847e-01
1.443000000000000116e-01 5.480999999999999761e-02 5.194999999999999618e-01 9.667000000000000037e-01 7.355000000000000426e-01
2.303000000000000047e-01 3.774999999999999883e-02 8.934999999999999609e-01 9.775000000000000355e-01 7.971000000000000307e-01
4.805000000000000382e-01 4.907000000000000250e-02 8.437000000000001165e-01 1.186700000000000088e+00 7.265000000000000346e-01
3.183000000000000274e-01 5.397000000000000408e-02 7.509000000000001229e-01 9.293000000000000149e-01 9.616999999999999993e-01
3.221000000000000529e-01 6.405000000000000970e-02 6.067000000000000171e-01 1.039700000000000069e+00 9.780999999999999694e-01
3.059000000000000608e-01 6.990999999999999992e-02 6.280999999999999917e-01 1.160700000000000065e+00 7.333000000000000629e-01
2.479000000000000092e-01 6.121000000000000052e-02 8.672999999999999599e-01 9.727000000000000091e-01 9.171000000000000263e-01
2.253000000000000280e-01 6.911000000000000476e-02 6.612999999999999989e-01 1.173499999999999988e+00 7.198999999999999844e-01
4.625000000000000222e-01 6.063000000000000334e-02 5.578999999999999515e-01 1.068500000000000005e+00 9.047000000000000597e-01
1.305000000000000049e-01 5.949000000000000121e-02 6.030999999999999694e-01 1.058100000000000041e+00 9.396999999999999797e-01
4.421000000000000485e-01 4.211000000000000160e-02 7.729000000000000314e-01 9.059000000000000385e-01 8.099000000000000643e-01
4.221000000000000307e-01 6.507000000000001672e-02 8.293000000000000371e-01 8.265000000000000124e-01 9.054999999999999716e-01
1.439000000000000001e-01 4.685000000000000275e-02 8.799000000000001265e-01 9.062999999999999945e-01 7.782999999999999918e-01
3.735000000000000542e-01 5.121000000000000552e-02 8.003000000000000114e-01 8.732999999999999652e-01 6.562999999999999945e-01
2.313000000000000334e-01 3.901000000000000301e-02 7.631000000000001116e-01 8.023000000000000131e-01 6.160999999999999810e-01
2.385000000000000453e-01 3.020999999999999727e-02 8.427000000000000046e-01 9.019000000000000350e-01 7.624999999999999556e-01
3.917000000000000481e-01 3.309000000000000136e-02 5.451000000000000290e-01 8.149000000000000687e-01 8.679000000000000048e-01
1.959000000000000186e-01 6.795000000000001039e-02 5.114999999999999547e-01 8.211000000000000520e-01 7.293000000000000593e-01
4.627000000000000002e-01 5.217000000000000803e-02 7.477000000000000313e-01 1.081099999999999950e+00 6.666999999999999593e-01
